text,Ravi,Niranjana,Priya,
"Showed that we can do fight scenes even at this age, say Randhir & Rishi Kapoor on visarjan fracas http://www. fakingnews.firstpost.com/entertainment/ showed-filmmakers-can-fight-scenes-even-age-say-randhir-rishi-kapoor-visarjan-fracas-17478 … by @Hello_Dasu",,,No,
"लड़के ने भिखारी को पैसे की जगह दी वनिला आइसक्रीम, भिखारी ने लौटाकर कहा सिर्फ़ चोको फ्लेवर खाता हूँ http:// hindi.fakingnews.firstpost.com/society/man-gi ves-vanilla-to-beggar-2097 … - @Hindifakingnews",,,,
"Pak supports Modi on taking action against neighbr exporting terror, says Bhutan deserves a lesson http://www. fakingnews.firstpost.com/world/pakistan -supports-modi-taking-action-neighbour-exporting-terror-says-bhutan-deserves-lesson-17466 … #re",,,No,
Cauvery water dispute: Kannadiga groups to protest against Bernoulli's Law http://www. fakingnews.firstpost.com/india/kannadig a-groups-protest-bernoulli-law-17462 … #re,,,Yes,
"Man stops singing his favorite tune after realizing that it is streaming on mobile data, not WiFi http://www. fakingnews.firstpost.com/society/man-st ops-singing-favorite-tune-realizing-streaming-mobile-data-not-wifi-17458 …",,,Yes,
"Turn off the lights and look at Shahabuddin, you will see Mahatma Gandhi: Nitish Kumar http://www. fakingnews.firstpost.com/politics/turn- off-lights-look-shahabuddin-will-see-mahatma-gandhi-nitish-kumar-17438 …",,,No,
"एक महीने से बीमार व्यक्ति की किसी ने सुध नहीं ली, व्हॉट्सैप ग्रुप छोड़ते ही देखने पहुंचा पूरा परिवार http:// hindi.fakingnews.firstpost.com/society/ill-ma n-ignored-leaves-wa-group-gets-attention-2092 …",,,,
"रेलवे ट्रैक उखाड़ने में नाकाम रहे बैंगलौर के लोग, जाट और गुज्जरों से की मदद की अपील http:// hindi.fakingnews.firstpost.com/india/bangalor eans-seeks-help-of-jat-gujjars-on-railway-tracks-2061 … (via @hindifakingnews )",,,,
"Chartered Accountant spotted without 'CA' sticker on car, ousted from CA community http:// my.fakingnews.firstpost.com/society/charte red-accountant-spotted-without-ca-sticker-car-ousted-ca-community-28249 … (from @MyFakingNews )",,,Yes,
"Pak supports Modi on taking action against neighbr exporting terror, says Bhutan deserves a lesson http://www. fakingnews.firstpost.com/world/pakistan -supports-modi-taking-action-neighbour-exporting-terror-says-bhutan-deserves-lesson-17466 … (by @Hello_Dasu )",,,No,
Cauvery water dispute: Kannadiga groups to protest against Bernoulli's Law http://www. fakingnews.firstpost.com/india/kannadig a-groups-protest-bernoulli-law-17462 …,,,Yes,
"Man stops singing his favorite tune after realizing that it is streaming on mobile data, not WiFi http://www. fakingnews.firstpost.com/society/man-st ops-singing-favorite-tune-realizing-streaming-mobile-data-not-wifi-17458 … (by @Pushkar327 )",,,Yes,
"Friday Faking Release: Chacha Bhatija (*ing Akhilesh Yadav, Shivpal Yadav and Mulayam Singh) http://www. fakingnews.firstpost.com/pics/friday-fa king-release-chacha-bhatija-ing-akhilesh-yadav-shivpal-yadav-mulayam-singh-17471 … #Re",,,No,
Mannequin gets ‘Katrina Kaif Award’ for being in the same spot for 3 years with an expressionless face http://www. fakingnews.firstpost.com/india/mannequi n-gets-katrina-kaif-award-spot-3-years-expressionless-face-17455 … #re,,,Yes,
"After Karnataka and TN, Kerala calls for bandh to maintain reputation as ‘Bandh capital’ http://www. fakingnews.firstpost.com/politics/karna taka-tamil-nadu-kerala-calls-bandh-maintain-reputation-bandh-capital-reason-decided-later-17452 … #Re",,,Yes,
"एक महीने से बीमार व्यक्ति की किसी ने सुध नहीं ली, व्हॉट्सैप ग्रुप छोड़ते ही देखने पहुंचा परिवार http:// hindi.fakingnews.firstpost.com/society/ill-ma n-ignored-leaves-wa-group-gets-attention-2092 … - @hindifakingnews",,,,
"Friday Faking Release: Chacha Bhatija (*ing Akhilesh Yadav, Shivpal Yadav and Mulayam Singh) http://www. fakingnews.firstpost.com/pics/friday-fa king-release-chacha-bhatija-ing-akhilesh-yadav-shivpal-yadav-mulayam-singh-17471 …",,,No,
राहुल की सभा में खाट लूटने की योजना बनाते एक ही परिवार के 4 सदस्य धरे गये http:// hindi.fakingnews.firstpost.com/india/family-a rrested-for-khat-loot-in-rahul-gandhi-khat-sabha-2081 … from @hindifakingnews,,,,
Mannequin gets ‘Katrina Kaif Award’ for being in the same spot for 3 years with an expressionless face http://www. fakingnews.firstpost.com/india/mannequi n-gets-katrina-kaif-award-spot-3-years-expressionless-face-17455 …,,,Yes,
"चार साल पहले हवाई यात्रा करके आए युवक के बैग से भाई ने उतारा एयरलाइन्स का टैग, घर में हुई महाभारत http:// hindi.fakingnews.firstpost.com/society/guy-re moved-4-year-old-airline-tag-from-brothers-bag-2074 … - @hindifakingnews",,,,
"After Karnataka and TN, Kerala calls for bandh to maintain reputation as ‘Bandh capital’, reason to be decided later http://www. fakingnews.firstpost.com/politics/karna taka-tamil-nadu-kerala-calls-bandh-maintain-reputation-bandh-capital-reason-decided-later-17452 …",,,Yes,
Politician slammed by peers for not playing politics after a communal incident http://www. fakingnews.firstpost.com/politics/polit ician-slammed-by-peers-for-not-playing-politics-after-a-communal-incident-17449 … #Re,,,Yes,
"Bigg Boss to place their cameras in Samajwadi party’s head office, will show Yadav family dispute this year http://www. fakingnews.firstpost.com/politics/bigg- boss-place-cameras-samajwadi-partys-head-office-will-show-yadav-family-dispute-year-17446 … #Re",,,No,
"To celebrate Engineer's Day, Final year engineering student decides to attend his first class of the semester http://www. fakingnews.firstpost.com/india/celebrat e-engineers-day-final-year-engineering-student-decides-attend-first-class-semester-17441 … #Re",,,Yes,
Politician slammed by peers for not playing politics after a communal incident http://www. fakingnews.firstpost.com/politics/polit ician-slammed-by-peers-for-not-playing-politics-after-a-communal-incident-17449 …,,,No,
"नीतीश ने कहा- ""लाइट बंद करके जूस पीयो"" तो एक बिहारी ने क्या जवाब दिया http:// hindi.fakingnews.firstpost.com/vids/nitish-as ked-people-to-drink-juice-after-switch-off-lights-2070 … from @hindifakingnews",,,,
"Bigg Boss to place their cameras in Samajwadi party’s head office, will show Yadav family dispute this year http://www. fakingnews.firstpost.com/politics/bigg- boss-place-cameras-samajwadi-partys-head-office-will-show-yadav-family-dispute-year-17446 …",,,No,
"रेलवे ट्रैक उखाड़ने में नाकाम रहे बैंगलौर के लोग, जाट और गुज्जरों से की मदद की अपील http:// hindi.fakingnews.firstpost.com/india/bangalor eans-seeks-help-of-jat-gujjars-on-railway-tracks-2061 … from @hindifakingnews",,,,
"To celebrate Engineer's Day, Final year engineering student decides to attend his first class of the semester http://www. fakingnews.firstpost.com/india/celebrat e-engineers-day-final-year-engineering-student-decides-attend-first-class-semester-17441 …",,,Yes,
"Engineer's day के नाम पर पॉकेट मनी माँग रहे युवक को माँ ने थमाया खराब टोस्टर, बोली ठीक करने पर ही मिलेंगे पैसे http:// hindi.fakingnews.firstpost.com/society/engine ers-day-boy-asks-money-gets-a-toaster-to-repair-2053 …",,,,
"On Engineer's Day, IT company requests clients to treat engineers like humans, at least for a day http://www. fakingnews.firstpost.com/business/on-en gineers-day-it-company-requests-clients-to-treat-engineers-like-humans-at-least-for-a-day-6281 … #EngineersDay",,,Yes,
"Turn off the lights and look at Shahabuddin, you will see Mahatma Gandhi: Nitish Kumar http://www. fakingnews.firstpost.com/politics/turn- off-lights-look-shahabuddin-will-see-mahatma-gandhi-nitish-kumar-17438 … #Re",,,No,
"Person goes for hair treatment starting with just Rs 500, ends up paying 5 Lakhs http://www. fakingnews.firstpost.com/india/person-g oes-hair-treatment-starting-just-rs-500-ends-paying-5-lakhs-17432 … #Re",,,Yes,
Coldplay fan to sing their songs in Mumbai Local to pay for their Rs 25000 concert ticket http://www. fakingnews.firstpost.com/entertainment/ coldplay-fan-sing-songs-mumbai-local-pay-rs-25000-concert-ticket-17435 … #Re,,,Yes,
"युवक को था छिपकलियों से लगाव, दस साल से बैठा है कुँवारा http:// hindi.fakingnews.firstpost.com/social-media/m an-loves-lizard-unmarried-banglore-dog-lover-karishma-walia-marriage-proposal-2037 … from @hindifakingnews",,,,
"Turn off the lights and look at Shahabuddin, you will see Mahatma Gandhi: Nitish Kumar http://www. fakingnews.firstpost.com/politics/turn- off-lights-look-shahabuddin-will-see-mahatma-gandhi-nitish-kumar-17438 …",,,,
आप' को अच्छी सर्विस देने के लिए उसके ऑफ़िस के ठीक सामने स्पेशल थाना खोलेगी दिल्ली पुलिस http:// hindi.fakingnews.firstpost.com/politics/delhi -police-will-open-police-station-in-front-of-aap-office-2017 … from @hindifakingnews,,,,
Coldplay fan to sing their songs in Mumbai Local to pay for their Rs 25000 concert ticket http://www. fakingnews.firstpost.com/entertainment/ coldplay-fan-sing-songs-mumbai-local-pay-rs-25000-concert-ticket-17435 … by @bija_hem,,,,
