Tweets,,Niranjana,
"I'm sorry I ignored you, but it was the only way to get your attention.",,,
"I dont know why we say ""luckiest man alive"" the ""alive"" part is pretty redundant, probably a pre qualifier to be considered for luckiest man",,,
I am at my most dangerous when I almost know what I am doing.,,,
Nothing stops a yawn faster than a dog trying to lick inside your mouth,,,
I dress up my cats because playing with baby dolls is just weird at my age.,,,
Accidentally played dad instead of dead when I encountered a bear and now it can ride a bike without training wheels.,,,
People ask if I'm like my Twitter in real life. Yes I sit silently for 2-3 hours until blurting out a short phrase or repeating one verbatim,,,
"I call my mother twice a week. Or as she refers to it, “Never.”",,,
My secret ingredient is letting somebody else cook.,,,
Me: You're supposed to be taking a nap 4-year-old: I am Me: Then why are you standing here? 4-year-old: Me: 4-year-old: This is a dream,,,
"My mother taught me about the CIRCLE OF LIFE. ""I brought you into this world, and I can take you out."";;;;""597107212373233665",,,
BREAKING: Tom Brady Punished By Having Four Extra Days Off To Spend With Supermodel Wife,,,
"The eyes of a woman can say it all, especially the eye roll part.",,,
By the volume of the pans clanging in the kitchen. I think I'm supposed to go volunteer to help with something,,,
Convince new friends into thinking you're a doctor by turning off taps with your elbows,,,
Good news for claustrophobics: the universe continues to expand.,,,
At least 10% of divorces can be avoided by buying bigger blankets,,,
It takes men a long time to text back because we know it's going to be scrutinized like a document that was smuggled out of the Kremlin.,,,
My exercise plan is really just reminding myself to stand up every once in a while.,,,
Probably just going to cook whatever makes the biggest mess in the kitchen for Mother's Day breakfast in bed.,,,
I just want to know how vegetarians justify eating potatoes when they have eyes.,,,
"Don't be part of the problem, be the whole problem",,,
Autocorrect is changing correctly spelled words. I'm starting to think it has a mind of its AUTOCORRECT IS HARMLESS. GO ABOUT YOUR BUSINESS.,,,
"Big deal, England. America has an entire government made up of royal babies.",,,
Me: Why are you crying? 4-year-old daughter: *still sobbing* I. Don't. Know. She's already a woman.,,,
I wasn't avoiding you. I was trying to hide.,,,
"Kids today don’t know how easy they have it. When I was young, I had to walk 9 feet through shag carpet to change the TV channel.",,,
"Twitter founders lost $750 million today when the stock tanked, so let's be extra funny tonight and cheer them up.",,,
I just want one of those jobs where I can be put on paid leave while a committee reviews my behavior.,,,
"The female praying mantis devours the male within minutes after mating, while the female human prefers to stretch it out over a lifetime.",,,
Those blissful calm periods only last until life is finished reloading.,,,
What I'm about to say is extremely important!!' -Drunk people,,,
Sometimes I feel like a semicolon. I don't know where I belong.,,,
"I can cook, clean, do my own laundry and grogery shop. I think I only need a woman for one thing. To let me know when I am wrong.",,,
I think my therapist is seeing other people.,,,
I wish I knew it was my day back in my day.,,,
"I told her to cheer up, I can't understand why she isn't happy yet.",,,
Have you ever seen a baby horse trying to stand for the first time? That's me getting out of bed in the morning.,,,
I think it’s only a matter of time before smart phones are bigger than Smart cars.,,,
"If we're in a situation where I am the ""voice of reason,"" then we are in a very very bad situation.",,,
Apparently my wife believes that if she didn't tell me where to turn when I’m driving I’d just keep going straight until I hit an ocean.,,,
"When all is said and done, there’s always someone who’s still talking.",,,
Imagine a cell phone that's hard wired to your wall and all you can do is talk on it.,,,
Those who say there are no stupid questions have clearly never proposed marriage.,,,
Currently helping my wife looking for her favourite vase that I threw out six months ago.,,,
What if Google doesn't know?,,,
I don't know what you're saying but if it's a treat or a walk then the answer is yes Dogs,,,
I knew something was off when I saw your avi hanging on the post office wall.,,,
"I don't drive a flashy car, but the cop behind me does.",,,
Wanna talk about Sodium? Na Nitric Oxide? NO Oxygen Magnesium Phosphorus Iodine Sulfur or Flourine? OMg PISS OFF ...Potassium? K,,,
Getting out of bed in the morning always gave me a headache until I tried it feet first.,,,
I'm pretty sure my dogs only sit in the window and watch me leave so they know when it is safe to sit on the couch.,,,
I don't have a Fitbit. But I have a couple of fat bits.,,,
You never have to worry about love at first sight if you steadfastly keep looking at your phone.,,,
"ME: Give them a bath & haircut and I'll pick them up Tuesday. CASHIER: Sir, this is a dog groomer. *Grabs kids, storms out.",,,
"I'm great at multitasking. I can waste time, be unproductive, and procrastinate all at once.",,,
My calling in life went straight to voicemail.,,,
My five-year-old: “I don’t want to be your daughter anymore. I QUIT!” No two-week notice or anything. She'd better not expect a reference.,,,
"Does the Apple Watch replace your phone too, or just your family?",,,
"Kanye looks lovingly at Kim... ""Thank you for coming to my wedding."";;;;""470336930480398336",,,
"If you are what you eat, then my dog is a calculator.",,,
"""You can't sleep either?"" Says a voice from under your bed.",,,
My house has really let itself go.,,,
"I bet after that female NFL ref throws a flag, they'll ask her what's wrong and she'll say, ""Nothing."";;;;""586141776546660352",,,
"I'm not afraid of commitment, I'm afraid of involuntary commitment.",,,
"We all have our bridges. We're either crossing them, burning them or jumping off of them.",,,
Had a panic attack because I couldn't think of a code name at Laser tag again.,,,
"In the middle of difficulty lies opportunity. In the middle of opportunity lies me, taking a nap.",,,
Gotta thin the herd. - me eating animal crackers,,,
My adult kids tried to take away my car keys. I ran them over.,,,
"Hang on, let me overthink this.",,,
Wife: Just buy new windshield wipers. Me: OK Wife: No warranties or upgrades. Me: Got it [later] Wife: What did you buy? Me: A new car,,,
"I scream, You scream, We all scream, Because grandpa forgot his hearing aids again.",,,
THIS FALL ON CBS: Survivor: Ikea.,,,
I wish I could veto my bills.,,,
Make yourself indispensable at work by hiding everything.,,,
Maybe it's not wind. Maybe trees wave because they're lonely.,,,
Easter tip: Tell your kids you hid an egg with $50 in it in the backyard but you don't remember where. Enjoy a quiet day indoors.,,,
"Money saving tip. If you leave the unwashed dishes in the sink long enough, another meal will grow on them.",,,
I always dress up when I try to cook. The odds of me starting a fire are pretty high and I want to make sure I look good for the firemen.,,,
They were like two ships sinking in the night.,,,
"The bills are washed, the dishes are paid, the laundry's in the oven. I'm going to bed.",,,
I majored in set design because I was good at making a scene.,,,
I wonder if Auto Correct and Spell Check get together behind our backs and talk about what idiots we are.,,,
Keeping the kids alive while the wife is out. So far so good.,,,
Comcast is doing home security now so if your house is being robbed they will get the police there on Tuesday between the hours of 8 & 12.,,,
The hardest part of Hypochondriacs Anonymous is admitting you don't have a problem.,,,
Me: Don't give your food to the dog! 4-year-old: Me: 4-year-old: It was his idea.,,,
"""I'm definitely going to do that tomorrow."" ~Me being delusional",,,
"My sons consider ""it's bedtime"" my first offer in the negotiation process",,,
"Ooo you're HOT! You make me wanna rip off my sweats, wipe off the green face cream, shower, shave my legs and oh never mind. I'm tired now.",,,
"Doctor: ""We got your test results back. I'm so sorry--it's Curiosity."" Cat: ""Oh my god..."";;;;""543803601848918017",,,
"A guy in the store on his cell said “Susan, I’m in my car on my way” so I yelled “NO HE’S NOT!” Because nobody lies to Susan in front of me.",,,
Don't apologize for your feelings. They don't really know what they're doing.,,,
I hate when I get to the office and there isn't a smoking crater where the building is.,,,
Saying the same thing over and over again but expecting different results is called parenting.,,,
"If train X leaves London at 187 mph east and train Y leaves New York at 160 mph north, at what point will this problem help me in my career?",,,
My wife and I found each other on a dating website.........3 years after we got married. That was awkward.,,,
"If really good-looking people are ""eye candy"" I guess that puts me somewhere around the ""eye broccoli"" category.",,,
"They say that hard work never killed anyone…but then, neither did hanging around the house and napping all day.",,,
[At job interview] Interviewer: Do you have a police record? Me: No. But I do have a few of their albums on cassette *hires me instantly,,,
You are the test pancake of people.,,,
I’m forgetful. My wife is rememberful.,,,
Beauty is only skin deep? I wonder how many test subjects they had to skin to figure that out? science is hard work people,,,
"If you're on a roll, you're probably not headed uphill.",,,
"I don't make mistakes too often, but when I do it's your fault.",,,
I've found the key to a successful relationship is not to fall for me.,,,
"If you're giving me directions, please don't confuse me by using words like north, south, east or west.",,,
Me: Don’t tell your mom I gave you doughnuts. 2-year-old: *walks up to my wife* We ate doughnuts. It’s a secret.,,,
Ikea furniture is Lego for adults with instructions drawn by people high on glue.,,,
I really would love to see two mimes arguing,,,
"I'm in a long distance relationship. Sure, some people refer to it as a restraining order, but still.",,,
My wife just said that I was the worst behaved out of all her children.,,,
Looking for a once in a lifetime experience? Go skydiving with no parachute.,,,
I don’t have abs. I have flabs.,,,
[please enter a password] ilovedogs [password must contain at least one capital] iloveparisdogs,,,
"Don't worry guys, my wife just turned the car radio down so we shouldn't be lost much longer.",,,
"""I ran a half marathon"" sounds so much better than ""I quit halfway through a marathon"".",,,
I would feel a lot safer if the drive-thru ATMs with Braille were located on the passenger side.,,,
"To be honest, I'm more of an ""out of control"" freak.",,,
You're one of those women that my mum warned me about...Here's my number,,,
Trail mix is just an inconvienant way to eat M&M's.,,,
All you need to know about Canadians is that their military bases close for snow days.,,,
Nothing says “I don’t take you seriously” like your dog wagging his tail when you are yelling at him.,,,
"At this age, I drive everything like I stole it because sometimes I forget which car is mine.",,,
"""You home?"" -scariest text you can get",,,
we're like two ships passing in the night firing cannons at each other,,,
A pretty important part of being a dad is waiting in the car.,,,
I keep seeing promotions for dating sites lately. If I start seeing promotions for having children I'll know my mom got a job at Twitter.,,,
Massaging the shoulders of the person in front of you at the Redbox machine will usually help them make up their mind faster.,,,
"The problem with mood rings is that they're so small, you have to get within arm's reach to see what kind of mood she's in.",,,
If you have unprotected sex. You could definitely catch something that could kill you. Like a baby momma.,,,
"I'm gonna have to get new pets, I'm running out of passwords.",,,
I come from a long line of successful people. I decided to stop that tradition.,,,
Just once...one time; can't we buy a tree that doesn't try to attack me when I come home drunk at 2am.,,,
You had me at hello...oh you weren't talking to me.,,,
Half the journey is knowing where you're parked.,,,
"People who say, ""I've got your back"" are usually looking for the best place to stick the knife.",,,
"I'm the kind of friend who will help you hide a dead body, but if you betray me, just remember: I know how to hide a dead body.",,,
"You know she's too old for you if she yells ""Bingo!"" when she orgasms.",,,
"""Whatever you do, don't panic."" - the most panic-inducing sentence in the English language",,,
Sorry I didn't show up for our date but I wanted you to have a good time.,,,
I accidentally shot my girlfriend on a hunting trip because I mistook her for a deer in an orange vest drinking a Diet Coke.,,,
"I wish the government would go through my e-mails, because I'm never going to.",,,
"I‘d call my fashion style ""clothes that still fit."";;;;""516023419960586240",,,
It's not difficult to tell crocodiles and alligators apart. One will see you in a while whereas the other will see you later.,,,
I like to finish other people's sentences because my version is better.,,,
"I just want to be able to say the phrase, ""my winnings."";;;;""575135143016464385",,,
I'm getting my demons some exorcise equipment.,,,
I don't think there's anything wrong with wearing fur as long as the animal is still alive when you're wearing it.,,,
"Sorry, when I said I have the stamina of an NBA player in bed I meant I take 10 timeouts in the final 2 minutes.",,,
"Apparently, my daily diet is known in athletic circles as “carb loading.”",,,
Staying awake till 2am so I can change my clocks to 3am is the closest I'll ever get to time travel.,,,
This is David's mom. Please unfollow my son so he can go become a doctor or lawyer or something,,,
"Wife: I'll just have a salad. Waiter: and for you, sir? Me: I'll be giving her half of my food.",,,
"Wife: *glares* ""Do you think you’re funny?"" Me: ""Yes."" W: M: W: Me: ""I mean no."" W: M: ""How many guesses do I get?"";;;;""393451867079839744",,,
"Autocorrect must be a man, he's always wrong about what I'm trying to say.",,,
Imagine how much faster Olympic sprinters could run if they saw their wives going through their phones at the finish line,,,
All bars are karaoke bars after I've had 3 drinks.,,,
I'm not afraid of identity theft. Go ahead and enjoy being broke and having my dad call you a failure.,,,
"You say I'm a narcissist, but sometimes I go days without thinking about you thinking about me.",,,
Need a half hour of quiet time? Ask her for a selfie.,,,
"Sorry ladies, but I already got my eyes on a woman who's not interested.",,,
Relationship status: He still doesn't know we're dating.,,,
I'm like that dress. Some people can't see that I look exactly like Brad Pitt.,,,
Ten seconds of drug commercials are spent telling you what the drug is for and the rest is spent basically daring you to take it.,,,
You seriously don't remember me? We were in an #FF together once.,,,
I have no one to blame but everyone else.,,,
"My wife and I are dieting now... and by dieting, I mean we're not telling each other about the junk food we eat.",,,
"Robert Frost: I took the road less traveled, and that made all the difference Robert Frost’s wife: We’re lost. Ask for directions, dumbass.",,,
"No, I've never been caught. ...Why, what do you know?",,,
I'm more of a heart murmur than a heart throb.,,,
"What is everyone writing songs about? John: revolution Paul: forgiveness George: true love Ringo: hmm, a submarine or maybe an octopus",,,
There should be an energy drink named 6 AM toddler.,,,
This hotel has a complimentary turn down service. So does my wife.,,,
It's not holding a grudge. It's remembering facts. Forever.,,,
"Here’s the thing, you will never ever feel like a grown up. You will one day though, feel old.",,,
Kids today can't tell their consonance from their assonance.,,,
How to make money on Twitter: 1) Log out 2) Get back to work,,,
"When your kids are little you're a superhero. When they're teens you're a super villain. After that, your only power is invisibility.",,,
*at hostage negotiation class Prof: Let's go around and say why we're here Man: I joined the NYPD Woman: I'm in the FBI Me: I have a toddler,,,
Why don’t the enemies of the Teenage Mutant Ninja Turtles just flip them on their backs?,,,
A UPS truck is like the adult version of an ice cream truck.,,,
What's the point of making people like Paul McCartney and Elton John knights if they're not going to joust?,,,
"We can do this the hard way, or we can make it impossible. I'm sorry. Those seem to be the only two choices.",,,
Age is just the number of hours I'm hungover for.,,,
I got married so that I can be autocorrected even when my phone is off.,,,
"A court date is still technically a date, right?",,,
I like to think I've taught Citibank a valuable lesson about handing out credit cards all willy-nilly.,,,
Dating you makes me want to be a better person. So I can date better people.,,,
Who among us hasn't accidentally murdered someone trying to get to that first cup of coffee?,,,
"No one an afford me, I'm very high maintenance. No, seriously, at my age the medical bills to keep me going are astronomical .",,,
To make a long story short quit right in the middle.,,,
Your french fries are just my french fries on the wrong plate.,,,
My wife just opened my car door for me. Would have been a nice gesture had we not been going 70mph.,,,
We swallow 8 spiders in our sleep a year. The spiders each swallow 8 flies. Each fly swallows 8 mites. We are living Babushka dolls of death,,,
American Border Agents Now Searching Canadian Travelers to Prevent Them From Smuggling Winter Into the Country.,,,
"Lord, grant me the courage to be the person I am under my breath.",,,
If these walls could talk I bet it would be gibberish cause these walls are plastered.,,,
"MISSING: Black and white cat with red collar. Very, very intelligent. Mittens, if you're reading this, please come home.......",,,
I can cope with voices in my head but the voices outside my head drive me crazy.,,,
"In honor of President's Day, I'm saying ""veto"" instead of ""no"" to my kids today.",,,
The first rule of Right Club is that your wife is the only member of Right Club.,,,
I'd like to be drunk with power but I've never even been buzzed. I'm like the designated driver of power.,,,
"That first kiss in the morning is so special, and the dog enjoys it too.",,,
"I am a man of letters. They're cease and desist letters, but still.",,,
"Narcissism is such an unattractive quality. It looks good on me, though.",,,
"""Maybe I'm the problem."" -No one ever",,,
I hit bottom so often I had a trampoline installed.,,,
"""Haha, look at this silly cat chase the laser pointer. They're so easily distracted."" ~ person watching cat videos for hours",,,
"My boyfriend just brought me flowers.. By boyfriend, I mean dog. By flowers, I mean tennis ball.",,,
"I thought I met Stevie Nicks, but it was just a pile of scarves.",,,
to wait a long time & get no help press 1 to wait a long time & get no help press 2 to wait a long time & get no help press 3 redirecting,,,
The worst way to locate your glasses is by the sound they make when you step on them.,,,
A group of women who can't even are called a whatever.,,,
4-year-old: *drops a Cheerio* Me: You can't eat that. It's dirty. 4-year-old: OK. *feeds it to the baby*,,,
A heart-shaped pizza just means less pizza and that's not a sacrifice I'm willing to make for love.,,,
I'm having one of those mornings where I have to keep reminding myself that my fingerprints are on file at the FBI.,,,
My office has started random urine testing of employees to detect traces of hope or optimism.,,,
She can't leave if you're wearing all of her clothes.,,,
I think we should skip the pleasantries and go straight for the regrets,,,
"I've spent the last six months trying to find my Mother-In-Law's killer, but no one is willing to do it.",,,
"If I drove a fire breathing dragon instead of a car, I wouldn't spend so much time stuck in traffic.",,,
"I gave my cat a middle name today, so she knows when she is really in trouble.",,,
Sometimes I spend whole meetings wondering how they got the big meeting table through the door.,,,
Coffee: The original first responder,,,
Just ate one serving of chips. 15 times in a row. Twice.,,,
I told my wife “You don’t have a monopoly on being right” and now she also has monopolies on sleeping in our bed and watching our TV.,,,
"Awkward people are really sexy. They stumble, apologise, know obscure facts, and say all the wrong things. Just trying to sell myself here.",,,
Is there an app to delete your number out of other people's phones yet?,,,
"Sure, I'm a gourmet cook. My specialty is peanut purée lightly garnished with jellied grape essence nestled on a bed of pain blanc.",,,
Just finished up some dusting. And by dusting I mean I blew on a shelf and then sneezed 6 times in a row.,,,
"Some questions just answer themselves. Like, sit-ups or pizza?",,,
I love how Prince Charming is so dumb he doesn't recognize Cinderella without her shoe.,,,
"Piñatas are a great way to teach children that if you repeatedly beat something with a stick, eventually you’ll get what you want.",,,
I play hard to get along with.,,,
Relationship status: Single In a relationship Married Engaged Divorced Waiting for a miracle,,,
"Remember when I told you it was ""nice to meet you?"" I was wrong.",,,
Great running into you. I won't be walking by here ever again.,,,
"Let's stack these 47 pillows on the bed every morning, throw them on the floor every night and repeat that everyday for no reason. ~women",,,
Broke a light bulb today. Seven years of bad ideas?,,,
“You know what that mouse needs? Gloves.” - Walt Disney.,,,
Rule of thumb. Never hit it with a hammer.,,,
"""Are you working right now? Where are you working?"" Facebook is worse than my parents.",,,
"The only F word out a woman's mouth that scares me is ""fine."";;;;""467314629577048066",,,
"Over half the contacts in my phone are named ""Do Not Answer"";;;;""146394301746790400",,,
I'm the strong silent typo.,,,
"A woman saying ""I'm not mad at you"" is like a dentist saying ""You won’t feel a thing."";;;;""558441108263682048",,,
Some people are like eye-candy. I'm more like eye-meatloaf.,,,
I'm going to start telling women that I'm available for a limited time only in hopes that their shopping instinct kicks in.,,,
"I thought there was a spider on the rug, but it was just some yarn. It's dead yarn now, though.",,,
"Me: I am so over selfies. Him: Well, stop taking them. Me: I didn't mean mine; I meant everyone else's.",,,
"If you work hard enough and smart enough, your boss will get promoted and be someone else’s problem.",,,
Most of being an adult is marveling at the date and saying how fast the year is going by.,,,
I have no problem giving credit when credit is due. It's giving payment when payment is due that I seem to struggle with.,,,
The yogurt aisle is so confusing now. It's all Greek to me.,,,
My daughter wants to be a shrink when she grows up. Clearly I've failed to teach her our family's proper role in the psychiatric process.,,,
I love strapping my kids into their car seats. It’s the closest I can legally come to putting them in straitjackets.,,,
She called me egotistical and I was fine with that because at least we were talking about me.,,,
"If your man is reluctant to talk about his feelings, it's probably because you haven't told him what they are yet.",,,
"If you thought accidentally sexting your parents was embarrassing, wait until they return the favor.",,,
"In the event of the zombie apocalypse, you'll be fine. They only eat brains.",,,
It takes two to Tango so learn the Macarena instead.,,,
"Would the Government cope in a zombie apocalypse? Vacant, horrible, disoriented people stumbling around without purpose. Plus the zombies.",,,
My only real long term goal is to never end up on Maury.,,,
"I shook the vending machine until my chips fell, so yeah, I'm a hunter-gatherer.",,,
The main problem with my selfies is that all of them are pictures of me.,,,
"For years, I thought my name was ""She's got a mouth on her, that one."";;;;""555737794933719040",,,
Found out at today's staff meeting that I have sleep apnea.,,,
"If I owned a collision shop, I’d name it “Auto Correct.”",,,
Sometimes I wish that I could put my wife on airplane mode.,,,
Congratulations on your gold medal in the conclusion jump.,,,
Someone sent me an @response on behalf of all women. Good to hear y'all finally got a representative.,,,
Those three little words they need to hear... Told you so!,,,
I have been on twitter a little over two years now. I think it's time I tried to stand up and see if my legs still work.,,,
My Labrador Retriever has yet to retrieve a single Labrador.,,,
"Tequila is Spanish for 'text your ex"";;;;""448984748162310145",,,
Guy stood up and told everyone a joke. When we all stopped laughing I stood up and told them the same joke.. Rt's don't work in real life..,,,
"This is how I ruin a date in one word: ""Hi."";;;;""555885016060686336",,,
A recent study has found that women who carry a little extra weight live longer than the men who mention it.,,,
"Jobs are like relationships. You have them, you cry about it. You don't have them, you cry about it.",,,
"If you believe you can pass a drug test by drinking large amounts of water, you're just diluting yourself.",,,
"If something's worth doing, it's worth doing rihgt.",,,
"A garage sale is actually a Garbage sale but the ""b"" is silent.",,,
Our names look so cute together in this restraining order.,,,
Apparently I snore so loudly that it scares everyone in the car I'm driving.,,,
4-year-old: Why are you scared of Mom? Me: I’m not afraid of her! 4: Me: Don’t tell her I said that.,,,
"I'm not lost, I just don't know where I'm going.",,,
"Parallel park, like nobody's laughing.",,,
You have beautiful eyes. Too bad they're attached to the head of a stark raving lunatic.,,,
