Original Tweet,Text of tweet,Hashtags,Users tagged,length,Class
@FlyEIA 47 min to get my bag on the carousel . Give yourselves a pay on the back for that fantastic service #yeg #sarcasm,47 min to get my bag on the carousel Give yourselves a pay on the back for that fantastic service,sarcasm yeg,FlyEIA,121,S
This feud is stale. And this segment is dreadful. Great start #RAW #sarcasm,This feud is stale And this segment is dreadful Great start,RAW sarcasm,,75,S
"Oh joy, #RomanReigns is calling himself ""The Guy"" again! #sarcasm #RAW",Oh joy is calling himself The Guy again,sarcasm RomanReigns RAW,,70,S
Tomorrow will be a slow news day and the Assange/@wikileaks releases will be the msm headline story.. #sarcasm #NeverTrumpOrHillary #OBEY,Tomorrow will be a slow news day and the Assange releases will be the msm headline story,sarcasm NeverTrumpOrHillary OBEY,,137,S
Give up porn for you T-shirt https://t.co/LRIn9n67nF #sarcasm #funnygift #Mens_tee_shirt https://t.co/qZ41ai95jv,Give up porn for you T shirt tee shirt,sarcasm Mens_tee_shirt funnygift,,112,S
Might as well get #RAW off to the best start possible. With the most popular superstar on the roster. #WWE #Sarcasm,Might as well get off to the best start possible With the most popular superstar on the roster,WWE RAW Sarcasm,,115,S
It sure was refreshing to go into the @HUBatUW today and see all the food prices have gone up Ã°Å¸ËœÅ #sarcasm,It sure was refreshing to go into the today and see all the food prices have gone up Ã°Å¸ËœÅ,sarcasm,HUBatUW,111,S
Trump is just brimming with empathy and compassion. #sarcasm #deplorable https://t.co/N2pNqOen0d,Trump is just brimming with empathy and compassion,sarcasm deplorable,,96,S
Happy national boyfriend day to myself it's been such a great day got myself Starbucks and Panera life is great Ã¢ÂÂ¤Ã¯Â¸Â #sarcasm,Happy national boyfriend day to myself it s been such a great day got myself Starbucks and Panera life is great Ã¢ÂÂ¤Ã¯Â¸Â,sarcasm,,133,S
"yeah, I'm sure the people of Ecuador would LOVE us to drone strike their London embassy #Sarcasm ;) @guntrust",yeah I m sure the people of Ecuador would LOVE us to drone strike their London embassy,Sarcasm,guntrust,109,S
@Halestormsports #Sarcasm President Trump said ALL of Ford is moving down here so it must be true..,President Trump said ALL of Ford is moving down here so it must be true,Sarcasm,Halestormsports,99,S
"It's my favorite thing when people with zero marketing experience or education tell me how to do my job.
  #Sarcasm
  #ShutYoPieHole",It s my favorite thing when people with zero marketing experience or education tell me how to do my job,Sarcasm ShutYoPieHole,,132,S
@Mayne1Carrie corruption has a hard time exposing itself. The Justice Department was real interested in the truth. #sarcasm,corruption has a hard time exposing itself The Justice Department was real interested in the truth,sarcasm,Mayne1Carrie,123,S
You mean the person who stands up first doesn't get to leave first? But what if I'm really important? #sarcasm https://t.co/6siXAw9Hiw,You mean the person who stands up first doesn t get to leave first But what if I m really important,sarcasm,,134,S
Hayfever in full swing today...wonderful. #sarcasm,Hayfever in full swing today wonderful,sarcasm,,50,S
Oh no. Now he has to interact with people in person. What's he gonna do? #sarcasm #KidsHaveItEasierTheseDays https://t.co/foLAhkbk1X,Oh no Now he has to interact with people in person What s he gonna do,sarcasm KidsHaveItEasierTheseDays,,132,S
@realliquidsaint Ignorance is awesome. #sarcasm,Ignorance is awesome,sarcasm,realliquidsaint,47,S
That was a stretch! Amazing title! #sarcasm #TheBatman https://t.co/Z2MXoli839,That was a stretch Amazing title,sarcasm TheBatman,,78,S
"For sure...lol 
  .
  .
  #sarcasm #me #instagram https://t.co/QAOYIuImlm",For sure lol,me sarcasm instagram,,73,S
"Interesting note only @foxnews really seems to be pushing WikiLeaks story. Russian meddling in US election, good job @foxTV #SARCASM",Interesting note only really seems to be pushing WikiLeaks story Russian meddling in US election good job,SARCASM,foxTV foxnews,132,S
"@WwwCpclang @slone I enjoy being asked if I'm depressed, just to have an allergy medication rescripted. #sarcasm",I enjoy being asked if I m depressed just to have an allergy medication rescripted,sarcasm,WwwCpclang slone,112,S
Trying to send a Quickpay transfer from @Chase to @BankofAmerica . Wont accept because email is not registered. Great job guys! #sarcasm,Trying to send a Quickpay transfer from to Wont accept because email is not registered Great job guys,sarcasm,BankofAmerica Chase,136,S
@YourAnonNews but on the good side Monsanto keeps selling their Nicotinoides/pesticides for good money #sarcasm,but on the good side Monsanto keeps selling their Nicotinoides pesticides for good money,sarcasm,YourAnonNews,111,S
".@faizsays Look forward to talking about lights, tiles and bullhorns! #WMATA #ImportantThings #sarcasm",Look forward to talking about lights tiles and bullhorns,WMATA ImportantThings sarcasm,,102,S
@1973_Movement @Steven_Swenson @Rangersfan66 @a_widener it was a compliment. Your a genius in properly defining a gun. #sarcasm,Movement Swenson widener it was a compliment Your a genius in properly defining a gun,sarcasm,Rangersfan66 a_widener 1973_Movement Steven_Swenson,127,S
Best part about living at home is that my mom always has a Hallmark movie on the television Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’ #sarcasm #socheesy,Best part about living at home is that my mom always has a Hallmark movie on the television Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’,sarcasm socheesy,,138,S
"M: Babe, Starbucks controls your life. 
  Me: yeah well nobody asked you boo boo. 
  #marriage #sarcasm #starbuckslover",M Babe Starbucks controls your life Me yeah well nobody asked you boo boo,starbuckslover sarcasm marriage,,119,S
Naw she wouldn't throw rocks while living in a crystal palace #Sarcasm https://t.co/bQd4Av1kZR,Naw she wouldn t throw rocks while living in a crystal palace,Sarcasm,,94,S
My day has been great........#sarcasm https://t.co/W5EmEFEQn5,My day has been great,,,61,S
Wow. That's true support right there #sarcasm #VoteTrump #TrumpTrain https://t.co/iYzsv1Gv67,Wow That s true support right there,sarcasm TrumpTrain VoteTrump,,92,S
@realDonaldTrump @CNN Thank you. Very important news and statement from our potential #POTUS You are fit to lead. #Sarcasm #DumpTrump,Thank you Very important news and statement from our potential You are fit to lead,Sarcasm DumpTrump POTUS,CNN realDonaldTrump,133,S
@oche_balboa He won an unranked exhibition though Oche? ;) #Sarcasm,balboa He won an unranked exhibition though Oche,Sarcasm,oche_balboa,67,S
"Q- What is between Me and iPhone7?
  A- ""Aukaat""
  
  #Apple #iPhone7 #iPhone7launch #sarcasm",Q What is between Me and iPhone7 A Aukaat,iPhone7 iPhone7launch Apple sarcasm,,93,S
"Folks, hotel wifi is like the best wifi ever. #sarcasm",Folks hotel wifi is like the best wifi ever,sarcasm,,54,S
"@danconnolly2016 @BMoreBaseball Dan, unless we start Gausman on 2 days rest we are Doooomed. #fairweatherosfans #sarcasm",Dan unless we start Gausman on 2 days rest we are Doooomed,sarcasm fairweatherosfans,danconnolly2016 BMoreBaseball,120,S
"#Dresden (Federal country #Sachsen has finally messed up the reputation of all Germany. 
  Congratulations. #sarcasm https://t.co/pOJ3ng5UyL",Federal country has finally messed up the reputation of all Germany Congratulations,sarcasm Dresden Sachsen,,140,S
How dare they?!?!?!? #Sarcasm #PeopleSuck https://t.co/EV7Gu2XKPF,How dare they,Sarcasm PeopleSuck,,65,S
"Nothing but bashing Trump tweets from him, I'm so shocked! #sarcasm #SleazyGang https://t.co/sbqNqu0Ubi",Nothing but bashing Trump tweets from him I m so shocked,sarcasm SleazyGang,,103,S
@alimomen @alaskarebel @KatyTurNBC what? Doesn't everyone have $1 bill to loose? Isn't that that business acumen? #sarcasm,what Doesn t everyone have 1 bill to loose Isn t that that business acumen,sarcasm,alaskarebel KatyTurNBC alimomen,122,S
@basedmattforney @tritono0 @ramzpaul @YouTube the Muslim refugees share their values... #sarcasm,the Muslim refugees share their values,sarcasm,ramzpaul tritono0 YouTube basedmattforney,96,S
WHEW! Thank goodness he would be our Commander in Chief #sarcasm #fuckthisguy #supportourveterans https://t.co/Ycj1HJvxyU,WHEW Thank goodness he would be our Commander in Chief,sarcasm supportourveterans fuckthisguy,,121,S
"so many progressives are flipping over to her side, you got to tag it #sarcasm if you intended so... :) @HAGOODMANAUTHOR @IanMolony",so many progressives are flipping over to her side you got to tag it if you intended so,sarcasm,HAGOODMANAUTHOR IanMolony,131,S
"Why is it called #greypoupon if its not grey but mustard yellowy color?
  
  #sarcasm https://t.co/B9uTwkkEqX",Why is it called if its not grey but mustard yellowy color,sarcasm greypoupon,,109,S
"Wow, @NatGeo, you're really getting burned by these commonplace assheads. #sarcasm",Wow you re really getting burned by these commonplace assheads,sarcasm,"NatGeo,",82,S
@AstroKatie But women should not be allowed in labs! They distract men with their giggles and provocative looks! #sarcasm,But women should not be allowed in labs They distract men with their giggles and provocative looks,sarcasm,AstroKatie,121,S
"""No it's, no buts, we are leaving the #EuropeanUnion ."" #davidnott I'm glad you support racism... 
  #sarcasm #Brexit #BrexitBritain",No it s no buts we are leaving the I m glad you support racism,EuropeanUnion Brexit BrexitBritain davidnott sarcasm,,132,S
Trump is just too modest. He really should learn to use a little hyperbole. #sarcasm https://t.co/iuuLKpLRtD,Trump is just too modest He really should learn to use a little hyperbole,sarcasm,,108,S
"3 babies in 3 years &amp; still rockin the crop top. Wow. #sarcasm #hknlies 
  But #kristenstewart looks adorable in bowÃ¢â‚¬Â¦ https://t.co/kCI8IsBe2S",3 babies in 3 years amp still rockin the crop top Wow But looks adorable in bowÃ¢â‚¬Â¦,sarcasm hknlies kristenstewart,,151,S
"Like he just said in CO he is working for you now, not for @realDonaldTrump. Fiduciary responsibility. #sarcasm https://t.co/t1Qe4sMHvD",Like he just said in CO he is working for you now not for Fiduciary responsibility,sarcasm,realDonaldTrump.,135,S
"@EmpireOfSoccer wow you didn't even crowbar a Red Bull compliment when reporting this, great job #sarcasm",wow you didn t even crowbar a Red Bull compliment when reporting this great job,sarcasm,EmpireOfSoccer,105,S
"""My head says #gym but my heart days #pizza""
  #quoteoftheday #sarcasm #irony #funny #truth",My head says but my heart days,"funny irony sarcasm gym truth pizza"" quoteoftheday",,91,S
@thelonghorns12 remember Charlie was writing the checks lmao #sarcasm,remember Charlie was writing the checks lmao,sarcasm,thelonghorns12,69,S
Only @wmata would offload a packed train during rush hour. Brilliant service as always. #Sarcasm,Only would offload a packed train during rush hour Brilliant service as always,Sarcasm,wmata,96,S
Funny that the New York Times endorsed Hillary Clinton and do everything they can to destroy Donald Trump. Totally unbiased news. #sarcasm,Funny that the New York Times endorsed Hillary Clinton and do everything they can to destroy Donald Trump Totally unbiased news,sarcasm,,138,S
"Hundreds of yrs ago it's completely fine for #Christians to mass #murder #Muslims, but the other way around it's not? #OKthen #sarcasm",Hundreds of yrs ago it s completely fine for to mass but the other way around it s not,"Muslims, OKthen murder Christians sarcasm",,134,S
"what is called when your crush has crush on You ??
  Imagination.
  #sarcasm",what is called when your crush has crush on You Imagination,sarcasm,,76,S
@JoeBrunoWSOC9 so now they will focus on bringing jobs in. Smart. #sarcasm.,so now they will focus on bringing jobs in Smart,sarcasm.,JoeBrunoWSOC9,75,S
@CatiRae04 yup you got it. #sarcasm,yup you got it,sarcasm,CatiRae04,35,S
"Just in, All Clinton/DNC missing devices have been located in an old US hellfire missile crate in Havana Cuba.
  Just a mistake.
  #sarcasm",Just in All Clinton DNC missing devices have been located in an old US hellfire missile crate in Havana Cuba Just a mistake,sarcasm,,139,S
Seems like a fair and unbiased take on things ... #sarcasm https://t.co/cVsYAcF0Qf,Seems like a fair and unbiased take on things,sarcasm,,82,S
@a_widener @Steven_Swenson @Rangersfan66 @1973_Movement yeah the grid is held with bailing wire. #sarcasm. 44 years in elec industry says no,widener Swenson Movement yeah the grid is held with bailing wire 44 years in elec industry says no,sarcasm.,Rangersfan66 a_widener 1973_Movement Steven_Swenson,140,S
@CatiRae04 yup that's right. He definitely didn't Imply having PTSD makes you weak. #sarcasm,yup that s right He definitely didn t Imply having PTSD makes you weak,sarcasm,CatiRae04,92,S
"Remember guys if Bob Bradley fails at Swansea , it's MLS' fault and Americans know nothing about the sport Ã°Å¸Ëœâ€° #sarcasm",Remember guys if Bob Bradley fails at Swansea it s MLS fault and Americans know nothing about the sport Ã°Å¸Ëœâ€°,sarcasm,,125,S
@BrendanEich It never could have happened at Mozilla b/c everyone was too psychologically damaged to work! #sarcasm #ILikeEich,It never could have happened at Mozilla b c everyone was too psychologically damaged to work,sarcasm ILikeEich,BrendanEich,126,S
@jongaunt - didn't you hear Gaunty mate? @KimKardashian got mugged! That's far more important than one of our Servicemen missing #sarcasm,didn t you hear Gaunty mate got mugged That s far more important than one of our Servicemen missing,sarcasm,jongaunt KimKardashian,137,S
"Now I can give my wife my the ""don't bother me during this time"" schedule. She is going to be thrilled! #sarcasmÃ¢â‚¬Â¦ https://t.co/fPtoeIfi6P",Now I can give my wife my the don t bother me during this time schedule She is going to be thrilled,sarcasmÃ¢â‚¬Â¦,,143,S
"@TMZLive #Missing24 #TMZ Taking a day off work?
  Wow great idea, that's gota be hard #sarcasm BTW I would fire everyone that did this #stupid",Taking a day off work Wow great idea that s gota be hard BTW I would fire everyone that did this,sarcasm TMZ Missing24 stupid,TMZLive,142,S
